Company,Location,Country,Date,Year,Rocket,Mission,RocketStatus,Price,MissionStatus
VKS RF,"Site 16/2, Plesetsk Cosmodrome, Russia",Russia,10/23/2007,2007,Molniya-M /Block 2BL,Cosmos 2430,Retired,,Success
CASC,"LC-3, Xichang Satellite Launch Center, China",China,10/24/2007,2007,Long March 3B,Chang'e 1,Retired,,Success
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia",Russia,11/1/2007,2007,Cosmos-3M (11K65M),SAR-Lupe 3,Retired,,Success
ULA,"SLC-37B, Cape Canaveral AFS, Florida, USA",USA,11/11/2007,2007,Delta IV Heavy,DSP-23,Active,350,Success
CASC,"LC-7, Taiyuan Satellite Launch Center, China",China,11/11/2007,2007,Long March 4C,Yaogan 3,Active,64.68,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",France,11/14/2007,2007,Ariane 5 ECA,Skynet 5B & Star One C1,Active,200,Success
ULA,"SLC-2W, Vandenberg AFB, California, USA",USA,12/9/2007,2007,Delta II 7420-10C,COSMO-2,Retired,,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",USA,12/10/2007,2007,Atlas V 401,NROL-24,Active,109,Success
ULA,"SLC-17A, Cape Canaveral AFS, Florida, USA",USA,12/20/2007,2007,Delta II 7925,GPS IIRM-5,Retired,,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",France,12/21/2007,2007,Ariane 5 GS,Rascom-QAF1 & Horizons-2,Retired,,Success
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",Pacific Ocean,1/15/2008,2008,Zenit-3 SL,Thuraya-3,Retired,,Success
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",India,1/21/2008,2008,PSLV-CA,TecSAR,Active,21,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",USA,2/7/2008,2008,Space Shuttle Atlantis,STS-122,Retired,450,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan",Japan,2/23/2008,2008,H-IIA 202,Kizuna,Active,90,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",France,3/9/2008,2008,Ariane 5 ES,Jules Verne ATV,Retired,,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",USA,3/11/2008,2008,Space Shuttle Endeavour,STS-123,Retired,450,Success
ULA,"SLC-3E, Vandenberg AFB, California, USA",USA,3/13/2008,2008,Atlas V 411,NROL-28,Retired,115,Success
ULA,"SLC-17A, Cape Canaveral AFS, Florida, USA",USA,3/15/2008,2008,Delta II 7925,GPS IIRM-6,Retired,,Success
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",Pacific Ocean,3/19/2008,2008,Zenit-3 SL,DirecTV-11,Retired,,Success
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia",Russia,3/27/2008,2008,Cosmos-3M (11K65M),SAR-Lupe 4,Retired,,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",USA,4/14/2008,2008,Atlas V 421,ICO G1,Active,123,Success
Northrop,"Stargazer, Ronald Reagan Ballistic Missile Defense Test Site, Marshall Islands, USA",USA,4/15/2008,2008,Pegasus XL,C/NOFS,Active,40,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",France,4/18/2008,2008,Ariane 5 ECA,Star One C2 & Vinasat-1,Active,200,Success
CASC,"LC-2, Xichang Satellite Launch Center, China",China,4/25/2008,2008,Long March 3C,Tianlian I-01,Retired,20.14,Success
ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India",India,4/28/2008,2008,PSLV-CA,Cartosat-2A & Rideshares,Active,21,Success
Land Launch,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,4/28/2008,2008,Zenit-3 SLB,AMOS 3,Retired,,Partial Failure
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",Pacific Ocean,5/21/2008,2008,Zenit-3 SL,Galaxy 18,Retired,,Success
VKS RF,"Site 133/3, Plesetsk Cosmodrome, Russia",Russia,5/23/2008,2008,Rokot/Briz KM,"Cosmos 2437 to 2439, Youbilielnyi",Retired,41.8,Success
CASC,"LC-7, Taiyuan Satellite Launch Center, China",China,5/27/2008,2008,Long March 4C,Fengyun-3A,Active,64.68,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",USA,5/31/2008,2008,Space Shuttle Discovery,STS-124,Retired,450,Success
CASC,"LC-2, Xichang Satellite Launch Center, China",China,6/9/2008,2008,Long March 3B,ChinaSat 9,Retired,,Success
ULA,"SLC-17B, Cape Canaveral AFS, Florida, USA",USA,6/11/2008,2008,Delta II 7920H-10C,GLAST,Retired,,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",France,6/12/2008,2008,Ariane 5 ECA,Skynet 5C & Turksat 3A,Active,200,Success
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia",Russia,6/19/2008,2008,Cosmos-3M (11K65M),Orbcomm Satellites,Retired,,Success
ULA,"SLC-2W, Vandenberg AFB, California, USA",USA,6/20/2008,2008,Delta II 7320-10C,Jason-2,Retired,,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",France,7/7/2008,2008,Ariane 5 ECA,ProtoStar-1 & Badr-6,Active,200,Success
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",Pacific Ocean,7/16/2008,2008,Zenit-3 SL,EchoStar XI,Retired,,Success
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia",Russia,7/22/2008,2008,Cosmos-3M (11K65M),SAR-Lupe 5,Retired,,Success
SpaceX,"Omelek Island, Ronald Reagan Ballistic Missile Defense Test Site, Marshall Islands, USA",USA,8/3/2008,2008,Falcon 1,Flight 3,Retired,7,Failure
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",France,8/14/2008,2008,Ariane 5 ECA,Superbird-7 & AMC-21,Active,200,Success
ISA,"Imam Khomeini Spaceport, Semnan Space Center, Iran",Iran,8/17/2008,2008,Safir-1,Unknown Payload,Retired,,Failure
Kosmotras,"Site 109/95, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,8/29/2008,2008,Dnepr,RapidEye 1 to 5,Retired,29,Success
CASC,"LC-7, Taiyuan Satellite Launch Center, China",China,9/6/2008,2008,Long March 2C/SMA,Huanjing-1A & 1B,Active,,Success
ULA,"SLC-2W, Vandenberg AFB, California, USA",USA,9/6/2008,2008,Delta II 7420-10C,GeoEye-1,Retired,,Success
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",Pacific Ocean,9/24/2008,2008,Zenit-3 SL,Galaxy 19,Retired,,Success
CASC,"Site 901 (SLS-1), Jiuquan Satellite Launch Center, China",China,9/28/2008,2008,Long March 2F/G,Shenzhou 7,Active,,Success
SpaceX,"Omelek Island, Ronald Reagan Ballistic Missile Defense Test Site, Marshall Islands, USA",USA,9/28/2008,2008,Falcon 1,RatSat,Retired,7,Success
Kosmotras,"Site 370/13, Yasny Cosmodrome, Russia",Russia,10/1/2008,2008,Dnepr,THEOS 1,Retired,29,Success
Northrop,"Stargazer, Ronald Reagan Ballistic Missile Defense Test Site, Marshall Islands, USA",USA,10/19/2008,2008,Pegasus XL,IBEX,Active,40,Success
ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India",India,10/22/2008,2008,PSLV-XL,Chandrayaan-1,Active,31,Success
CASC,"LC-9, Taiyuan Satellite Launch Center, China",China,10/25/2008,2008,Long March 4B,Shijian-6E & F,Active,64.68,Success
ULA,"SLC-2W, Vandenberg AFB, California, USA",USA,10/25/2008,2008,Delta II 7420-10C,COSMO-3,Retired,,Success
CASC,"LC-2, Xichang Satellite Launch Center, China",China,10/29/2008,2008,Long March 3B/E,VENESAT 1,Active,29.15,Success
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",China,11/5/2008,2008,Long March 2D,Shiyan-3 & Chuangxin-1(02),Active,29.75,Success
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",China,11/5/2008,2008,Long March 2D,Shiyan-3 & Chuangxin-1(02),Active,29.75,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",USA,11/15/2008,2008,Space Shuttle Endeavour,STS-126,Retired,450,Success
VKS RF,"Site 16/2, Plesetsk Cosmodrome, Russia",Russia,12/2/2008,2008,Molniya-M /Block 2BL,Cosmos 2446,Retired,,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",France,12/20/2008,2008,Ariane 5 ECA,Hot Bird 9 & Eutelsat W2M,Active,200,Success
ULA,"SLC-37B, Cape Canaveral AFS, Florida, USA",USA,1/18/2009,2009,Delta IV Heavy,NROL-26,Active,350,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan",Japan,1/23/2009,2009,H-IIA 202,"Ibuki, Maido 1 & Others",Active,90,Success
VKS RF,"Site 32/2, Plesetsk Cosmodrome, Russia",Russia,1/30/2009,2009,Tsyklon-3,Koronas Foton,Retired,,Success
ISA,"Imam Khomeini Spaceport, Semnan Space Center, Iran",Iran,2/2/2009,2009,Safir-1,Omid,Retired,,Success
ULA,"SLC-2W, Vandenberg AFB, California, USA",USA,2/6/2009,2009,Delta II 7320-10C,NOAA-N Prime,Retired,,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",France,2/12/2009,2009,Ariane 5 ECA,"Hot Bird 10, NSS-9, Spirale-A & B",Active,200,Success
Northrop,"SLC-576E, Vandenberg AFB, California, USA",USA,2/24/2009,2009,Minotaur C (Taurus),Orbiting Carbon Observatory,Active,45,Failure
Land Launch,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,2/26/2009,2009,Zenit-3 SLB,Telstar-11N,Retired,,Success
ULA,"SLC-17B, Cape Canaveral AFS, Florida, USA",USA,3/7/2009,2009,Delta II 7925-10L,Kepler,Retired,,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",USA,3/15/2009,2009,Space Shuttle Discovery,STS-119,Retired,450,Success
Eurockot,"Site 133/3, Plesetsk Cosmodrome, Russia",Russia,3/17/2009,2009,Rokot/Briz KM,GOCE,Retired,41.8,Success
ULA,"SLC-17A, Cape Canaveral AFS, Florida, USA",USA,3/24/2009,2009,Delta II 7925,GPS IIRM-7,Retired,,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",USA,4/4/2009,2009,Atlas V 421,WGS-2,Active,123,Success
KCST,"Pad 1, Tonghae Satellite Launching Ground, North Korea",North Korea,4/5/2009,2009,Unha-2,Kwangmyngsng-2,Retired,,Failure
ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India",India,4/20/2009,2009,PSLV-CA,RISAT-2 & ANUSAT,Active,21,Success
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",Pacific Ocean,4/20/2009,2009,Zenit-3 SL,Sicral-1B,Retired,,Success
ULA,"SLC-2W, Vandenberg AFB, California, USA",USA,5/5/2009,2009,Delta II 7920-10C,STSS-ATRR,Retired,,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",USA,5/11/2009,2009,Space Shuttle Atlantis,STS-125,Retired,450,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",France,5/14/2009,2009,Ariane 5 ECA,Herschel Space Observatory & Planck,Active,200,Success
Northrop,"LP-0B, Wallops Flight Facility, Virginia, USA",USA,5/19/2009,2009,Minotaur I,TacSat-3 / PharmaSat / AeroCube 3 / HawkSat I / CP6,Active,40,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",USA,6/18/2009,2009,Atlas V 421,LRO/LCROSS,Active,123,Success
Land Launch,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,6/21/2009,2009,Zenit-3 SLB,MEASAT 3a,Retired,,Success
ULA,"SLC-37B, Cape Canaveral AFS, Florida, USA",USA,6/27/2009,2009,"Delta IV Medium+ (4,2)",GOES-O,Retired,164,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",France,7/1/2009,2009,Ariane 5 ECA,TerreStar-1,Active,200,Success
VKS RF,"Site 133/3, Plesetsk Cosmodrome, Russia",Russia,7/6/2009,2009,Rokot/Briz KM,Cosmos 2451 to 2453,Retired,41.8,Success
SpaceX,"Omelek Island, Ronald Reagan Ballistic Missile Defense Test Site, Marshall Islands, USA",USA,7/14/2009,2009,Falcon 1,RazakSat,Retired,7,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",USA,7/15/2009,2009,Space Shuttle Endeavour,STS-127,Retired,450,Success
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia",Russia,7/21/2009,2009,Cosmos-3M (11K65M),Cosmos 2454,Retired,,Success
Kosmotras,"Site 109/95, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,7/29/2009,2009,Dnepr,DubaiSat 1 & Others,Retired,29,Success
ULA,"SLC-17A, Cape Canaveral AFS, Florida, USA",USA,8/17/2009,2009,Delta II 7925,GPS IIRM-8,Retired,,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",France,8/21/2009,2009,Ariane 5 ECA,JCSAT-12 & Optus D3,Active,200,Success
KARI,"LC-1, Naro Space Center, South Korea",South Korea,8/25/2009,2009,Naro-1,STSAT-2A,Retired,,Failure
NASA,"LC-39A, Kennedy Space Center, Florida, USA",USA,8/28/2009,2009,Space Shuttle Discovery,STS-128,Retired,450,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",USA,9/8/2009,2009,Atlas V 401,PAN,Active,109,Success
MHI,"LA-Y2, Tanegashima Space Center, Japan",Japan,9/10/2009,2009,H-IIB,HTV-1,Retired,112.5,Success
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",India,9/23/2009,2009,PSLV-CA,Oceansat-2 & Rideshares,Active,21,Success
ULA,"SLC-17B, Cape Canaveral AFS, Florida, USA",USA,9/25/2009,2009,Delta II 7920-10C,STSS Demo,Retired,,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",France,10/1/2009,2009,Ariane 5 ECA,Amazonas 2 & COMSATBw-1,Active,200,Success
ULA,"SLC-2W, Vandenberg AFB, California, USA",USA,10/8/2009,2009,Delta II 7920-10C,WorldView-2,Retired,,Success
ULA,"SLC-3E, Vandenberg AFB, California, USA",USA,10/18/2009,2009,Atlas V 401,DMSP-5D3-F18,Active,109,Success
NASA,"LC-39B, Kennedy Space Center, Florida, USA",USA,10/28/2009,2009,Ares 1-X,Ares 1-X Test Flight,Retired,450,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",France,10/29/2009,2009,Ariane 5 ECA,NSS-12 & Thor-6,Active,200,Success
Eurockot,"Site 133/3, Plesetsk Cosmodrome, Russia",Russia,11/2/2009,2009,Rokot/Briz KM,SMOS and Proba-2,Retired,41.8,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",USA,11/16/2009,2009,Space Shuttle Atlantis,STS-129,Retired,450,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",USA,11/23/2009,2009,Atlas V 431,Intersat 14,Retired,130,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan",Japan,11/28/2009,2009,H-IIA 202,IGS-Optical 3,Active,90,Success
Land Launch,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,11/30/2009,2009,Zenit-3 SLB,Intelsat 15,Retired,,Success
ULA,"SLC-37B, Cape Canaveral AFS, Florida, USA",USA,12/6/2009,2009,"Delta IV Medium+ (5,4)",WGS-3,Retired,,Success
ULA,"SLC-2W, Vandenberg AFB, California, USA",USA,12/14/2009,2009,Delta II 7320-10C,WISE,Retired,,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",France,12/18/2009,2009,Ariane 5 GS,Helios 2B,Retired,,Success
Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,2/3/2010,2010,Soyuz U,Soyuz-U,Retired,,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",USA,2/8/2010,2010,Space Shuttle Endeavour,STS-130,Retired,450,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",USA,2/11/2010,2010,Atlas V 401,SDO,Active,109,Success
ULA,"SLC-37B, Cape Canaveral AFS, Florida, USA",USA,3/4/2010,2010,"Delta IV Medium+ (4,2)",GOES 15,Retired,164,Success
Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,4/2/2010,2010,Soyuz FG,Soyuz TMA-18,Retired,,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",USA,4/5/2010,2010,Space Shuttle Discovery,STS-131,Retired,450,Success
Kosmotras,"Site 109/95, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,4/8/2010,2010,Dnepr,CryoSat-2,Retired,29,Success
ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India",India,4/15/2010,2010,GSLV Mk II,GSAT-4,Active,47,Failure
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",USA,4/22/2010,2010,Atlas V 501,OTV-1,Retired,120,Success
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia",Russia,4/27/2010,2010,Cosmos-3M (11K65M),Cosmos 2463,Retired,,Success
Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,4/28/2010,2010,Soyuz U,Progress M-05M,Retired,,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan",Japan,5/10/2010,2010,H-IIA 202,"Akatsuki, IKAROS & Others",Active,90,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",USA,5/14/2010,2010,Space Shuttle Atlantis,STS-132,Retired,450,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",France,5/21/2010,2010,Ariane 5 ECA,Astra 3B  & COMSATBw-2,Active,200,Success
ULA,"SLC-37B, Cape Canaveral AFS, Florida, USA",USA,5/28/2010,2010,"Delta IV Medium+ (4,2)",GPS IIF-1,Retired,164,Success
Eurockot,"Site 133/3, Plesetsk Cosmodrome, Russia",Russia,6/2/2010,2010,Rokot/Briz KM,SERVIS-2,Retired,41.8,Success
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",USA,6/4/2010,2010,Falcon 9 v1.0,Flight 1,Retired,59.5,Success
KARI,"LC-1, Naro Space Center, South Korea",South Korea,6/10/2010,2010,Naro-1,STSAT-2B,Retired,,Failure
Kosmotras,"Site 370/13, Yasny Cosmodrome, Russia",Russia,6/15/2010,2010,Dnepr,Picard & Others,Retired,29,Success
Kosmotras,"Site 109/95, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,6/21/2010,2010,Dnepr,TanDEM-X,Retired,29,Success
IAI,"Pad 1, Palmachim Airbase, Israel",Israel,6/22/2010,2010,Shavit-2,Ofek-9,Active,,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",France,6/26/2010,2010,Ariane 5 ECA,"Arabsat-5A, COMS-1",Active,200,Success
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",India,7/12/2010,2010,PSLV-CA,Cartosat-2B & Rideshares,Active,21,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",France,8/4/2010,2010,Ariane 5 ECA,"Nilesat-201, Rascom-QAF 1R",Active,200,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",USA,8/14/2010,2010,Atlas V 531,AEHF-1,Active,140,Success
VKS RF,"Site 133/3, Plesetsk Cosmodrome, Russia",Russia,9/8/2010,2010,Rokot/Briz KM,"Cosmos 2467, 2468 and Goniets-M 12",Retired,41.8,Success
ULA,"SLC-3E, Vandenberg AFB, California, USA",USA,9/21/2010,2010,Atlas V 501,NROL-41,Retired,120,Success
Northrop,"SLC-8, Vandenberg AFB, California, USA",USA,9/26/2010,2010,Minotaur IV,SBSS,Active,46,Success
VKS RF,"Site 16/2, Plesetsk Cosmodrome, Russia",Russia,9/30/2010,2010,Molniya-M /Block 2BL,Cosmos 2469,Retired,,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",France,10/28/2010,2010,Ariane 5 ECA,"Eutelsat W3B, BSAT-3B",Active,200,Success
ULA,"SLC-2W, Vandenberg AFB, California, USA",USA,11/6/2010,2010,Delta II 7420-10C,COSMO-4,Retired,,Success
Northrop,"LP-1, Pacific Spaceport Complex, Alaska, USA",USA,11/20/2010,2010,Minotaur IV,STP-S26,Active,46,Success
ULA,"SLC-37B, Cape Canaveral AFS, Florida, USA",USA,11/21/2010,2010,Delta IV Heavy,NROL-32,Active,350,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",France,11/26/2010,2010,Ariane 5 ECA,"Intelsat 17, HYLAS-1",Active,200,Success
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",USA,12/8/2010,2010,Falcon 9 v1.0,COTS-1,Retired,59.5,Success
ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India",India,12/25/2010,2010,GSLV Mk I,GSAT-5P,Retired,47,Failure
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",France,12/29/2010,2010,Ariane 5 ECA,"Koreasat 6, Hispasat-1E",Active,200,Success
Roscosmos,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,1/20/2011,2011,Zenit-3 SLBF,Elektro-L n†­1,Retired,,Success
ULA,"SLC-6, Vandenberg AFB, California, USA",USA,1/20/2011,2011,Delta IV Heavy,NROL-49,Active,350,Success
MHI,"LA-Y2, Tanegashima Space Center, Japan",Japan,1/22/2011,2011,H-IIB,HTV-2,Retired,112.5,Success
VKS RF,"Site 133/3, Plesetsk Cosmodrome, Russia",Russia,2/1/2011,2011,Rokot/Briz KM,Cosmos 2470,Retired,41.8,Partial Failure
Northrop,"SLC-8, Vandenberg AFB, California, USA",USA,2/6/2011,2011,Minotaur I,NROL-66,Active,40,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",France,2/15/2011,2011,Ariane 5 ES,Johannes Kepler ATV,Retired,,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",USA,2/24/2011,2011,Space Shuttle Discovery,STS-133,Retired,450,Success
Northrop,"SLC-576E, Vandenberg AFB, California, USA",USA,3/4/2011,2011,Minotaur C (Taurus),"Glory, KySat-1, Hermes, and Explorer-1 [PRIME]",Active,45,Failure
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",USA,3/5/2011,2011,Atlas V 501,OTV-2,Retired,120,Success
ULA,"SLC-37B, Cape Canaveral AFS, Florida, USA",USA,3/11/2011,2011,"Delta IV Medium+ (4,2)",NROL-27,Retired,164,Success
ULA,"SLC-3E, Vandenberg AFB, California, USA",USA,4/15/2011,2011,Atlas V 411,NROL-34,Retired,115,Success
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",India,4/20/2011,2011,PSLV-G,ResourceSat-2 & X-Sat & YouthSat,Retired,25,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",France,4/22/2011,2011,Ariane 5 ECA,"Yahsat 1A, Intelsat 28 (New Dawn)",Active,200,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",USA,5/7/2011,2011,Atlas V 401,SBIRS GEO-1,Active,109,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",USA,5/16/2011,2011,Space Shuttle Endeavour,STS-134,Retired,450,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",France,5/20/2011,2011,Ariane 5 ECA,"ST-2, GSAT-8",Active,200,Success
ULA,"SLC-2W, Vandenberg AFB, California, USA",USA,6/10/2011,2011,Delta II 7320-10C,SAC-D,Retired,,Success
ISA,"Imam Khomeini Spaceport, Semnan Space Center, Iran",Iran,6/15/2011,2011,Safir-1A,Rasad 1,Retired,,Success
Northrop,"LP-0B, Wallops Flight Facility, Virginia, USA",USA,6/30/2011,2011,Minotaur I,ORS-1,Active,40,Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA",USA,7/8/2011,2011,Space Shuttle Atlantis,STS-135,Retired,450,Success
ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India",India,7/15/2011,2011,PSLV-XL,GSAT-12,Active,31,Success
ULA,"SLC-37B, Cape Canaveral AFS, Florida, USA",USA,7/16/2011,2011,"Delta IV Medium+ (4,2)",GPS IIF-2,Retired,164,Success
Roscosmos,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,7/18/2011,2011,Zenit-3 SLBF,Spektr-R,Retired,,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",USA,8/5/2011,2011,Atlas V 551,Juno,Active,153,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",France,8/6/2011,2011,Ariane 5 ECA,"Astra 1N, BSAT-3C (JCSAT-110R)",Active,200,Success
Kosmotras,"Site 370/13, Yasny Cosmodrome, Russia",Russia,8/17/2011,2011,Dnepr,Sich 2 & Others,Retired,29,Success
ULA,"SLC-17B, Cape Canaveral AFS, Florida, USA",USA,9/10/2011,2011,Delta II 7920H-10C,GRAIL,Retired,,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan",Japan,9/11/2011,2011,H-IIA 202,Michibiki 1,Active,90,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",France,9/21/2011,2011,Ariane 5 ECA,"Arabsat-5C, SES-2",Active,200,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan",Japan,9/23/2011,2011,H-IIA 202,IGS-Optical 4,Active,90,Success
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",Pacific Ocean,9/24/2011,2011,Zenit-3 SL,Atlantic Bird 7,Retired,,Success
Northrop,"LP-1, Pacific Spaceport Complex, Alaska, USA",USA,9/27/2011,2011,Minotaur IV,TacSat-4,Active,46,Success
CASC,"Site 901 (SLS-1), Jiuquan Satellite Launch Center, China",China,9/29/2011,2011,Long March 2F/T,Tiangong-1,Active,,Success
Land Launch,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,10/5/2011,2011,Zenit-3 SLB,Intelsat 18,Retired,,Success
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",India,10/12/2011,2011,PSLV-CA,Megha-Tropiques & Rideshares,Active,21,Success
Arianespace,"ELS, Guiana Space Centre, French Guiana, France",France,10/21/2011,2011,Soyuz ST-B/Fregat-MT,Galileo IOV FM01-FM02,Active,30,Success
ULA,"SLC-2W, Vandenberg AFB, California, USA",USA,10/28/2011,2011,Delta II 7920-10C,Suomi NPP / ELaNa III,Retired,,Success
CASC,"Site 901 (SLS-1), Jiuquan Satellite Launch Center, China",China,10/31/2011,2011,Long March 2F/G,Shenzhou 8,Active,,Success
Roscosmos,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,11/8/2011,2011,Zenit-2 FG,Fobos-Grunt & Yinghuo 1,Retired,,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",USA,11/26/2011,2011,Atlas V 541,Mars Science Laboratory,Active,145,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan",Japan,12/12/2011,2011,H-IIA 202,IGS-Radar 3,Active,90,Success
Arianespace,"ELS, Guiana Space Centre, French Guiana, France",France,12/17/2011,2011,Soyuz ST-A/Fregat,"Pl??iades 1A, SSOT, Elisa",Active,80,Success
ULA,"SLC-37B, Cape Canaveral AFS, Florida, USA",USA,1/20/2012,2012,"Delta IV Medium+ (5,4)",WGS-4,Retired,,Success
ISA,"Imam Khomeini Spaceport, Semnan Space Center, Iran",Iran,2/3/2012,2012,Safir-1B,Navid,Retired,,Success
ESA,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",France,2/13/2012,2012,Vega,"Lares, AlmaSat-1 & 7 cubesats",Active,37,Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",USA,2/24/2012,2012,Atlas V 551,MUOS-1,Active,153,Success
